no,title,phone,mobile,manager,address,email,website,group,subgroup
6998,نصرت موحدی نیا,34281202,,نصرت موحدی نیا,بلوار امام رضا ع نبش کوچه 11,,,فراورده های لبنی,محصولات غذایی
6999,حمید عليشاهی برزی ( شهرو ند ),34324563,,حمید عليشاهی برزی,خیابان شهید مطهری بعد از مطهري 54 روبروي اداره راه,,,فراورده های لبنی,محصولات غذایی
7000,محمود اسدالهی کو ثر ريز پور,34284311,,محمود اسدالهی کو ثرريز پور,ميدان بيمارستان علی بن ابیطالب,,,فراورده های لبنی,محصولات غذایی
7001,عباس طاهری خراسانی,34259733,,عباس طاهری خراسانی,رفسنجان - خیابان شهید بهشتی کوی مسجد جامع,,,گوشت فروشی,محصولات غذایی
7002,احمد اميری اسمعيل آباد ( لبنيات رامک ),34259106,,احمد اميری اسمعيل آباد,ميدان بسيج لبنيات رامک,,,فراورده های لبنی,محصولات غذایی
7003,لبنياتي,34360705,,مهدي رنجبر حسني,رفسنجان كيلومتر 10 جاده نوق روبه روي مغازه درويش ايرانپور,,,فراورده های لبنی,محصولات غذایی
7004,محمود فاتحی مرج,34332789,,محمود فاتحی مرج,خيابان مطهري نبش كوچه 8 روبروي بانك ملت,,,گوشت فروشی,محصولات غذایی
7005,ثریا دلدار,34251329,,ثريا دلدار,خیابان 17 شهريور کوچه شهید شریفی پلاک 57,,,فراورده های لبنی,محصولات غذایی
7006,پورمحمد علی,34251808,,نادیا پورمحمدعلی قاسم اباد,خ امیرکبیر شرقی حد فاصل کوچه های شماره 4 و 6,,,فراورده های لبنی,محصولات غذایی
7007,یدالله آذرنگ,34220276,,یدالله آذرنگ,رفسنجان - خیابان مصطفی خمینی بعد از ميدان راهنمائي و رانندگي,,,گوشت فروشی,محصولات غذایی
7008,میرزایی,34329249,,محمد علی میرزایی,خ شهید قرنی,,,فراورده های لبنی,محصولات غذایی
7009,ابوالقاسم صفاری,34228019,,ابوالقاسم صفاری,خیابان معراج جنوبی نبش کوچه شماره 13,,,فراورده های لبنی,محصولات غذایی
7010,محمد اكبري,34334364,,محمد اكبري,رفسنجان خيابان مطهري خيابان ستارخان نبش كوچه شماره 4,,,فراورده های لبنی,محصولات غذایی
7011,غلامعلی نوروزکوه,34285194,,غلامعلی نوروزکوه,رفسنجان - میدان علی بن ابیطالب,,,گوشت فروشی,محصولات غذایی
7012,لبنياتي,3720984,,محمد مرادي پور بهرمان,رفسنجان نوق بهرمان خيابان آيت الله هاشمي,,,فراورده های لبنی,محصولات غذایی
7013,رفیعی,34370520,,جواد رفیعی,قاسم اباد حاجی بلوار امام حسین نبش امام حسین 8,,,فراورده های لبنی,محصولات غذایی
7014,خانداني,34323736,,محمدرضا خانداني,بلوار مطهري نبش سه راه شهيد نوري,,,فراورده های لبنی,محصولات غذایی
7015,محمد جعفری شاه جهان آبادی,34290313,,محمد جعفری شاه جهان آبادی,اسلام آباد خیابان اصلی خیابان شهیدان جعفری نرسيده به ميدان,,,فراورده های لبنی,محصولات غذایی
7016,رضا نیکزاد,34223328,,رضا نیکزاد,رفسنجان - خیابان عدالت روبروی کتابفروشی,,,گوشت فروشی,محصولات غذایی
7017,پور احمدی,34327708,,زیبا پور احمدی,خ حجت,,,فراورده های لبنی,محصولات غذایی
7018,لبنياتي,,,محمد علي كرمي زارع قاسم آبادي,رفسنجان خيابان كارگر جنوبي روبروي كوچه شماره 8 بن بست 7 پلاك 1,,,فراورده های لبنی,محصولات غذایی
7019,سيدجلال علوي عابديني,34258188,,سيدجلال علوي عابديني,رفسنجان خيابان سعدي جنب مصالح ساختماني فخار سوپر علوي,,,فراورده های لبنی,محصولات غذایی
7020,مهدی حسن پور,34257160,,مهدی حسن پور,رفسنجان - خیابان شریعتی شرقی جنب قصابی یزدان پناه,,,گوشت فروشی,محصولات غذایی
7021,محمد حاج رضائی,,,محمد حاج رضائی,خیابان شهید خالوئی,,,فراورده های لبنی,محصولات غذایی
7022,پورزمانی,34229730,,علی پورزمانی,میدان شهید امینی بلوارشهیدمحمدی,,,فراورده های لبنی,محصولات غذایی
7023,لبنياتي,34257287,,فرهاد ميرزا اسدي,رفسنجان خيابان تختي روبروي كلانتري 12,,,فراورده های لبنی,محصولات غذایی
7024,احمد جعفری گلوسالاری,34322387,,احمد جعفری گلوسالاری,رفسنجان - خیابان امیرکبیر غربی جنب ابزار فروشی,,,گوشت فروشی,محصولات غذایی
7025,حعفری,34251970,,علی اصغر حعفری پور اسماعیلی,خ امیرکبیرشرقی,,,فراورده های لبنی,محصولات غذایی
7026,ربابه شمسی خليل آبادی,,,ربابه شمسی خليل آبادی,خلیل آباد خیابان شهید جندقی جنب شرکت تعاونی,,,فراورده های لبنی,محصولات غذایی
7027,ياسر رنجبر كبوتر خاني,34253495,,ياسر رنجبر كبوتر خاني,رفسنجان خيابان شهيد نخعي ( غزالي سابق ),,,فراورده های لبنی,محصولات غذایی
7028,سیدعلی نجفی صالح,34264603,,سیدعلی نجفی صالح,بلوار هجرت جنب نانوائي نبش كوچه 8 متري,,,گوشت فروشی,محصولات غذایی
7029,لبنياتي,34256818,,محسن بافتي ظهيرآبادي,رفسنجان خيابان شريعتي شرقي جنب كوچه 21,,,فراورده های لبنی,محصولات غذایی
7030,بقایی,,,محمدحسین بقالی کمال اباد,خ شهید بهشتی,,,فراورده های لبنی,محصولات غذایی
7031,مريم محمدي صدر,34329634,,مريم محمدي صدر,رفسنجان بلوار خليج فارس خيابان مقداد,,,فراورده های لبنی,محصولات غذایی
7032,امير عبدالهی نژاد,34250146,,امیر عبدالهی نژاد,خیابان علامه امينی جنب ميدان شهيد محمدی نسب,,,فراورده های لبنی,محصولات غذایی
7033,علی رحمانی خشتی,,,علی رحمانی خشتی,رفسنجان - خیابان امیرکبیر غربی چهارراه گلزار شهدا,,,گوشت فروشی,محصولات غذایی
7034,پور جعفری,34254790,,غلامعباس پور جعفری,خ شهید پور محمدی,,,فراورده های لبنی,محصولات غذایی
7035,لبنياتي,34222373,,احمد برزگر حسيني رفسنجاني,رفسنجان خيابان ميرافضلي جنب منزل شخصي,,,فراورده های لبنی,محصولات غذایی
7036,محمدعلي تقوي نژاد,34291065,,محمدعلي تقوي نژاد,رفسنجان روستاي اسلام آباد ميدان شهدا,,,فراورده های لبنی,محصولات غذایی
7037,حسین یزدان پناه,34255139,,حسین یزدان پناه,رفسنجان - خیابان شریعتی شرقی جنب قصابی جعفری,,,گوشت فروشی,محصولات غذایی
7038,محمد ابراهیمی,34324382,,محمد ابراهیمی,خیابان امیرکبیر غربی نبش قیام,,,فراورده های لبنی,محصولات غذایی
7039,رضایی,34258459,,علی رضایی صادق اباد,خ 17 شهریور روبرو مدرسه 22 بهمن,,,فراورده های لبنی,محصولات غذایی
7040,محمد خرمی جنب آباد,34266567,,محمد خرمی جنب آباد,رفسنجان خیابان پاسداران فروشگاه شهداء غدیر,,,فراورده های لبنی,محصولات غذایی
7041,لبنياتي,,,محمدعلي عبدلي وارسته,رفسنجان بخش فردوس خيابان امام,,,فراورده های لبنی,محصولات غذایی
7042,شکرالله جمالی پاقلعه,34323445,,شکرالله جمالی پاقلعه,خيابان اميركبير غربي چهارراه مزار,,,گوشت فروشی,محصولات غذایی
7043,دهقان,34321876,,مصطفی دهقان رجبی,خ امیرکبیر غربی,,,فراورده های لبنی,محصولات غذایی
7044,سیدرضا میرمخلصو نی,34330693,,سيدرضا ميرمخلصو نی,خيابان مطهری جنب چاپخانه خدادادی,,,فراورده های لبنی,محصولات غذایی
7045,علی صلحی زاده,34225211,,علی صلحی زاده,رفسنجان - خیابان مصطفی خمینی,,,گوشت فروشی,محصولات غذایی
7046,رشیدی,34221289,,علی اکبر رشیدی,خ شریعتی شرقی,,,فراورده های لبنی,محصولات غذایی
7047,حسين حليمي,34322740,,حسين حليمي,رفسنجان خيابان شهيد عبدالهي,,,فراورده های لبنی,محصولات غذایی
7048,سیدمحمد پورصادقی ماهونکی,34253581,,سیدمحمد پورصادقی ماهونکی,خیابان امام حسن مجتبی شهرک امام خمینی,,,فراورده های لبنی,محصولات غذایی
7049,یاری,34282543,,محمود یاری گلوسالاری,انتهای بلوارصاحب الزمان,,,فراورده های لبنی,محصولات غذایی
7050,لبنياتي,34290047,,محمدرضا حاج غلامعلي,رفسنجان شهرك هزار واحدي,,,فراورده های لبنی,محصولات غذایی
7051,عباس باستانی فرد,,,عباس باستانی فرد,رفسنجان - خیابان امیرکبیر غربی جنب آسیاب,,,گوشت فروشی,محصولات غذایی
7052,اسدالله شریفی راد,34283275,,اسدالله شریفی راد,بلوار طالقانی جنب بانک رفاه کارگران,,,فراورده های لبنی,محصولات غذایی
